id,content,summary
bbc_2192,"Toppu, sahalak baoa na mora huhut misterius maranjak haluar, mambahensa tarhiap","Baoa na mora dohot misterius maranjak, mambahensa tarhiap."
bbc_132,"Angir na songon uap na hushus, sada bukti haunikhon bangko resin i","Angir songon uap hushus, bukti haunikhon bangko resin."
bbc_5831,"Parjolo sahali parhobas i mambahen dakdanak i di suhi i, dung i dipaias ibana ma kamar i","Parhobas mambahen dakdanak di suhi, dungi paias kamar."
bbc_3756,alai nasida ndada boto ala ibana biar taradop labilabi huhut ibana gari naeng Ra manghurtik tano,"Ndang boto ibana biar taradop labilabi, naeng manghurtik tano."
bbc_1254,Ibana manjujui akka jolma di huta i tu pangeol ngolu na um marsihohot tubaturan.,Manjujui jolma huta tu pangeol ngolu marsihohot tubaturan.
bbc_371,Ibana mamitushon lao mambuat inisiatif dohot mambaen partomuan parjolo sahalak.,"Mamutushon mambuat inisiatif, mambaen partomuan parjolo."
bbc_50,"Andorang marguru parpudi, ibana marnida sahalak annemer mangalaoshon boa boa mansuba bahen morot alai andorang so targora jumpa mangaluahon diri sisutradara patangkashon alai ibana ndang laho dohot simangido lapung","Marnida annemer mangalaoshon boa-boa, sisutradara patangkashon, so dohot simangido lapung."
bbc_7595,"Ari-ari na lewat, apel i hauna i ungga masak i toru lambok ni mataniari binsar",Apel masak di toru lambok ni mataniari binsar.
bbc_1887,"Ibana Ima Tondong di acara mangan borngin di Pardomuan i, dohot panjaloanna laho marmassam nabinotona ima Sada sumpah na ikkon ibana buat laho manarungkap habonaran i.","Tondong di acara mangan, manjalo sumpah manarungkap habonaran."
bbc_4980,Alai disan paboaonhu do nipihi.,Paboaon nipi.
bbc_6,Ibana mamutushon lao mandalani area naso hea di dalani i.,Mamutushon mandalani area naso hea didalani.
bbc_4090,Ibana ditanda na so hea mandok manang sahata pe na mangalo adat ni houmna.,Ndang hea mandok mangalo adat ni houm.
bbc_6024,"Surirang ni bapakku, ngoluku ikon do di gokhi halalas ni roha, ikkon gabe hanataan","Surirang ni bapak gokhi halalas ni roha, gabe hanataan."
bbc_1580,Sadia leleng ibana mangaranap?,Manungkun sadia leleng mangaranap.
bbc_1914,"Di Godang ni parjualan, saekkor keledai na digoki dohot Godang diboanon na jonjong dohot lambe Rohana di sapping parjualan na majjual akka rempah eksotis.","Keledai digoki parjualan, jonjong di sapping parjual rempah eksotis."
bbc_7760,Parbarita na iolop sude jolma mamocca hatonangan dohot ramalan na mambaen harumunan inon longang hian,"Parbarita mamocca hatonangan, ramalan mambaen harumunan longang."
bbc_2539,"Halaki lagi paturehon gedung pancakar langit na baru,jala pas au manonton,au boi mamereng bagian i lam timbo jala timbo.","Paturehon gedung pancakar langit, mamereng bagian lam timbo."
bbc_682,Luat na andorang muba i gabe meret tu ruhut pamarenta na um demokratis.,Luat muba tu ruhut pamarenta demokratis.
bbc_7326,"Sahalakna, baua na dipangkulingi dohot hormat angkup sude jolma nagabe Tuan, Mangimburhon tanoman huhut mamereng partubuan naimbaru","Baua dipangkulingi hormat, mangimburhon tanoman, mamereng partubuan."
bbc_7382,"Ibagas biduk, adong sada toples i ginjang Meja na marisi hal-hal na misterius",Toples marisi hal misterius di ginjang meja ibagas biduk.
bbc_3347,"Palung na nangkin Sa marisi Panganon huhut aek, Nuaeng Rumar tudos umbak na mangalonjan pasir holan Palobihon gumo di pudi.","Palung marisi panganon dohot aek gabe rumar umbak, palobihon gumo."
bbc_7390,Buhit inon dangna fitur lanskap na tarpabuni.,Buhit fitur lanskap na tarpabuni.
bbc_5165,nasida ima halak na ndada pahamathon tali na naung lapukon tama naneg sigantion,Halak so pahamathon tali lapuk naeng signation.
bbc_6724,"sairing mardalanna tingki, angka bulung buhai rurus.",Bulung rurus sairing mardalanna tingki.
bbc_3662,"au bias hajadian na ndada boi di Tiroi on, ni manggugai hadameon Kota hami.",Hajadian so tarida manggugai hadameon kota.
bbc_6940,"tagan au lao, au giot Padalanhon sada pambahenan denggan parpudi dohot Manumpahi barsion-barsion.","Padalanhon pambahenan denggan parpudi, manumpahi barsion."
bbc_1316,"Di tonga-tonga na i, nasida manurinurihon sangkap laho tu proyek na naeng ro i.",Manurinurihon sangkap tu proyek naeng ro.
bbc_4717,"Saonari, inganan i tarae mansai asing nasoadong au.",Inganan tarae asing na so adong.
bbc_3728,angkupni dipasupasu   serep pangiringon surgo tangan nasida borhat marbulan situak natonggi.,Dipasupasu marbulan situak natonggi.
bbc_6501,"damang, on adong ma pardalanan na ingkon dibolus angkup sahalak baoa, Sabiji pardalanan na Manumpa dirina.","Pardalanan dibolus baoa, manumpa dirina."
bbc_5323,"dung au hehe, au mangida mata ni ari bissar, hape akka halak marpungu di rihit sogot, jonjong duhut makkatai, panatapan na ikkon mago sian ngoluku.","Marnida mataniari bissar, halak marpungu, panatapan naeng mago."
bbc_4407,Alai mabiar tu sorop mataniari ndang sasada alasan; topi lautna palpal ndang adong linggoman aha pe.,"Mabiar tu sorop mataniari, topi laut so adong linggoman."
bbc_7042,nasida naeng manguduti pardalanan Pareakhon pusuk dolok marsogot,Naeng manguduti pardalanan pareakhon pusuk dolok.
bbc_4591,"Tompu, sada soara mamarentaau, maramalhon ala sang nabi naeng mulak sian hamatean.","Soara mamarentau, maramalhon mulakna nabi sian hamatean."
bbc_5102,"Amang, nunga diboan hamuma hami mamereng harangan na so hea tarjama.",Amang mamboan mamereng harangan so hea tarjama.
bbc_3882,"hau natumimbo di Pedan hu, inganan pidong Sorop huhut marlinggom,  adong ma hau halomoon hu.","Hau tumimbo di pedan, inganan pidong, gabe hau halomoon."
bbc_6307,"Hubereng hami ma langit i, tarida ma angka bintang na humirdop i","Bereng langit, marnida bintang humirdop."
bbc_658,Unang peakhon jagal babi on di ginjang panggangan,Unang peakhon jagal babi di ginjang panggangan.
bbc_956,"Inang nasida pintor manjou ibana, jala nasida dang boi be marmeam sahat tu ari na marihut","Inang manjou, so boi marmeam sahat ari marihut."
bbc_111,"Nga dihuasoi sibolis be huta i; ima alana, gabe maup halaki di bagas hagaoran siap ari.","Sibolis manghuasoi huta, halaki maup di hagaoran."
bbc_423,"Nangpe marusaha, boru-boru i ndang boi pasidinghin pangula na utusan, alai ianakhon ndang porlu","Boru-boru so pasidinghin pangula utusan, ianakhon so porlu."
bbc_4404,"Ala si anak baoa nunga manggundori hasangapan keluarga, angka saudara borua dipaloas mangondihon hailaan, sada keadaan na dialami nasida marhite cara na marhatohonan huhut lungun.","Anak baoa manggundori hasangapan, saudara borua mangondihon hailaan."
bbc_1478,"I lapangan, asal apulan i,John manjumpanghon halugaan sian habotna",John manjumpanghon halugaan di lapangan.
bbc_1607,"Ibana adongma sahalak guru na porsea ala luhut jolma ingkon mangoloi uhum, huhut podana jotjot loni Mandompak di panangkupon tu nasidaÂ naÂ mangalaosi","Guru porsea jolma mangoloi uhum, mandompak panangkupon."
bbc_7908,"Marhusip ibana, "" damang, ahu nunga mangalap sasudena sian mi !""","Marhusip, ""Damang, ahu mangalap sasudena!"""
bbc_5803,Puna ramuan na unik do ibana jala rade do ibana laho mangalompa i,"Ramuan unik, rade mangalompa."
bbc_1372,"Boruna, nata pe umurna poso dope, patuduhon tanda-tanda gabe ulubalang, tarhatotong do sude jolma ala habaranion dohot haburjuonna","Boru poso patuduhon tanda ulubalang, tarhatotong jolma."
bbc_704,"Dang adong asi roha tibgki lao ibana, holan manatap tu ngolu naimbaru do rohana i.","So asi roha tingki lao, manatap tu ngolu imbaru."
bbc_6008,"Imana Ikkon marhabot ni roha, dang alani mago ni akka hau i, alai ima alani akka pinahan na hamagoan inganan na tading","Marhabot roha, alani pinahan hamagoan inganan."
bbc_4858,"proyek na balga i ikkon mamatikhon nasida rap karejo, benget huhut mamorsan alang alus sebelum na.","Proyek balga mangkarejohon rap, mamorsan alang alus."
bbc_230,Huhut roha girtap on ma na mambahensa marnida sasudena dohot solok taili na marasing,Roha girtap marnida sasudena dohot solok taili marasing.
bbc_6079,Dung monding ma inanta na i gabe panean ma ibana,Inanta monding gabe panean.
bbc_917,"Alana Ibana laho tu porlaki, ibana manjumpanghon biangna naung mago tagan marmeam di jonok aek mansur",Manjumpanghon biang na mago di jonok aek mansur.
bbc_46,"Molo ibana ndang mangajari nasida, kota i pasti nga tangkas naeng dabu tu bagas hagaoran","Molo so mangajari, kota naeng dabu tu hagaoran."
bbc_5724,Talu do habiaran di rohana i ala ni tahi na i jala diadopi ibana do angka abatabat dohot hagarangon na imbaru,"Habiaran ala tahi, adopi abatabat dohot hagarangon imbaru."
bbc_7425,Bongka na gabe na mambaen longang lao idokkon,Bongka mambaen longang lao didokkon.
bbc_6904,"Parmuruk nai massai tarkenal, akka na tarjorat mangolu di bagasan habiaron di paniksaan.","Parmuruk tarkenal, na tarjorat mangolu di habiaron."
bbc_1199,"Di bilut baribana i, ada sada karosi sonang na dihalomohon akka jolma na  di paerethon tu luat imbaru, mambahen sude jolma lam sonang.",Karosi sonang di bilut baribana paeret jolma tu luat imbaru.
bbc_6757,"naeng do Ro Ombasna andorang au, ansiat ampuna pisik on ingkon patardashonsa?","Ro ombas andorang au, patardaskon pisik."
bbc_3218,naeng do nasida mamikkirhon bagas roha huhut manjumpanghon hagarangon di mangaoti inganan Sihabunian ni?,"Mamikkirhon bagas roha, manjumpanghon hagarangon di Sihabunian."
bbc_3825,"au Mangarihon suhisuhi tatap sudung taradop portibi, huhut au jotjot manghajongjonghon Sa dohot hata- hata.","Mangarihon suhisushi, manghajongjonghon dohot hata-hata."
bbc_1784,"Ibana lao tu porlak, nang ibana dang hea jua ansiat inganan parlambok roha","Lao tu porlak, so jua inganan parlambok roha."
bbc_7992,"Dohot manat-manat ibana Mambalut patna dohot anduk na lambok,manomuhon hasonangan i bagasan parulan nagelleng i","Mambalut pat dohot anduk lambok, manomuhon hasonangan parulan."
bbc_2472,"Tom,manggunahon tingki i,mamboan pitu sapi na hu pekan raya,tarhurim asa boi lakku gabe arga na bagak.","Tom mamboan pitu sapi hu pekan, asa lakku gabe arga."
bbc_1973,Horden ijo i marhabanghabang andorang angin pangullusni manalpui janjela nang tarbuha,"Horden ijo marhabang, angin manalpui janjela tarbuha."
bbc_2395,"CEO morot tu langgatan, marateate roha tu dang mangarbis ise pe dohot parulanna","CEO morot, marateate roha so mangarbis."
bbc_696,Angka pardengke na marserak di parjalangan gabe pungu di sada huta na denggan.,Pardengke marserak gabe pungu di huta denggan.
bbc_2730,"Ibana ima sahalak baoa na mamparsangapi au hian,sahalak baoa na makkatai lao paboahon na sintong,tujuan lao pasangaphon au.","Baoa mamparsangapi, makkatai paboahon na sintong."
bbc_713,Songon na songgot do tondi na hodar na mambahen gabe ro sahiy manang parmaraan,Tondi hodar mambahen ro sahit manang parmaraan.
bbc_4087,Angka jolma di kota i mandalani sagudang bitik sahat nasida mandapothon ritme nasida.,Jolma kota mandalani bitik mandapothon ritme.
bbc_3520,"au marhata,   'Todo pa diri mi, tardas pa pikkiran di hosing bohi bojok ni.'","Marhata, ""Todo diri, tardas pikiran di hosing bohi."""
bbc_7730,"Akka itokku, dhot au, mulak dohot mandokkon on ima hajadian nasoboi tarlupahon",Mulak mandokkon hajadian so tarlupahon.
bbc_6604,"deba dirihu porsea ala ibana naeng manjumpanghon Sada na bongak, alai au sasintongna bori dohot mara na tupa ibana jumpangi.","Porsea manjumpanghon na bongak, alai jumpangi na bori."
bbc_3892,au ndada giot maradong di inganan na dohar di dungdung angkup ise pe.,So giot maradong di inganan dohar didungdung.
bbc_3915,"ibana Mampuna jabu na mora rea, alai ibana mangahap Lungunan huhut sihol di dongani Nahinan amangamang Sa","Mampuna jabu mora, alai mangahap lungunan sihol dongani."
bbc_4738,"Dimulana sar barita korupsi, dungi, songon sada goragora, habonaran manghutur masarakat.","Barita korupsi sar, habonaran manghutur masarakat."
bbc_7318,"Sapardalanan borgin na salpu i, goddang gabe lam gogo dohot namamereng lam hamalean.","Di pardalanan na salpu i, lam gogo dohot namamereng lam hamalean."
bbc_5941,"Di dokhon ibana do nunga marbulan-bulan ibana mandalani pardalanan on, ujung ni i gabe manjadi ma","Marbulan-bulan mandalani pardalanan, ujungna gabe manjadi dugulna."
bbc_2254,"Dugulna, nang nunga tarlukka liung paraloan angkiningan, nuaeng nunga malum sagokna","Nunga tarlukka liung paraloan, nuaeng malum sagokna."
bbc_3195,"Tom mabiar naeng alo alo na di jolo,alai ibana mamboto molo ikkon mangadopi na asa boi mangilahon bongka  bongka Hera cara na sintong.","Mabiar mangadopi na di jolo, alai ibana mamboto ikkon mangadopi asa boi mangilahon bongka Hera."
bbc_4408,Kota i na paettehon konser anak ku,Kota i na paettehon konser anak.
bbc_3066,"Molope nilai sarupa,halaki dang merasa dang pos roha,alai lobi tenang di bagas paradehon putaran na tu joloanna.","Molo nilai sarupa, halaki tenang di paradehon putaran tu jolo."
bbc_3503,"elia di ida ansiat Pamatang na Longang,Panghataion huhut Parulan Sa di porsea di parhatutu angkup JAHOBA.","Elia ida Pamatang Longang, Panghataion dohot Parulan na porsea tu JAHOBA."
bbc_4530,Alai hamoraonna ndang boi malinggomina sian uhum tingki ibana tartangkuo jala diuhum ala ulaula pangagona.,Hamoraonna ndang malinggom sian uhum molo tartangkup jala diuhum.
bbc_5764,"Dung ro dokter i, sai haccit do pe si Johan gabe mamunjung sahalak ni ibana ma sadari i","Dung ro dokter, Johan haccit gabe mamunjung sahalak sadari i."
bbc_7677,"Nung ibana maninggalhon pesta i, ibana mandapothon biduk naso adong jolma di porak i isi ma ibana boi martangiang.","Maninggalhon pesta, mandapothon biduk na marulang asa boi martangiang."
bbc_171,"Manipat manogot, nasida mangalehon roti tu jolma na ro","Manipat manogot, nasida mangalehon roti tu na ro."
bbc_4944,"Aha panganan na parjolo na nisiaphon, na naeng manontuhon suasana saborngin i?",Aha panganan parjolo na nisiaphon na manontuhon suasana saborngin i?
bbc_2069,"Ido, bonar ni nasida. Au nunga manyadari ala nasida torus simbur gabe lobi timbo siganup arina",Nasida torus simbur gabe timbo siganup ari.
bbc_3146,"Koin koin naleleng,na nunga i kirim sian akka negara,di jumpai di toru inganan podomanhu.","Koin naleleng na kirim sian negara, dijumpai di toru podom."
bbc_5755,"Di husippon imana tamiang, arop ni tamiang i mangaramoti ibana","Dihusippon tamiang, arop tamiang mangaramoti ibana."
bbc_5636,"Di bagasan na i, adong do surat na paboahon ai siparjehe do among na i, dung i marsarsar ma rohana mamboto i","Di bagasan, adong surat paboahon siparjehe damang, marsarsar rohana."
bbc_6600,"Disan imana laho mamuliahon dewa, na gabe sibaenon na tiap ari.",Mamuliahon dewa gabe sibaenon tiap ari.
bbc_7786,"Halak kota marlasniroha andorang barita tontang pakkilalaan na nung malum, hamonanganna mangalo haleaon, sahit, huhut songgot-songgot makkuling i dalanan","Halak kota marlas ni roha dung malum haleaon, songgot-songgot makkuling."
bbc_3797,"Opmpung hu, sasahalak Ompung na pala hu pasangan, hea mancaritahon sabiji turiturian di ahu,' ahu nungga mangabdihon ngoluhu tu parpunguan ta.'","Ompung mancaritahon turiturian, mangabdihon ngolu tu parpunguan."
bbc_2747,"Alai,songondia sahalak na mangulahon pambaenan naso mar lapatan tu uhum na balga boi mandapot pangampunan?",Songondia halak na mangulahon na so marlapatan boi mandapot pangampunan?
bbc_2904,"Adong pamerengan na asing i sekitar gareja tua i,boi jadi godung i di huasoi ala parwujudan supranatural?","Adong pamerengan asing i sekitar gareja tua, boi jadi parwujudan supranatural?"
bbc_1090,"Ibana naing mamereng dengke marlange di lambung sisik, manangkupsa, jala mangalompasa di ginjang api batu bara","Ibana mamereng dengke marlange, manangkup, mangalompa di ginjang api."
bbc_7914,"Ibana dang ibagas posisi na bagak, ale iboto ibana idia ikkon mangadopi borua na i pudini pintu.","Ibana ndang bagak, ikkon mangadopi borua di pudini pintu."
bbc_6242,"Alai, betak do angka boru na marhahamaranggi i hurang hasadaron di spiritual?",Betak do boru marhahamaranggi hurang hasadaron di spiritual?
bbc_796,Namangajari au mandokhon tu au di mandohoti jadual marsiajar na poltik,Namangajari mandokhon mandohoti jadual marsiajar na poltik.
bbc_6620,ibana maradong di inganan na rampak saleleng marabad- abad tongtong gabe asal aek Sogar.,"Ibana maradong di inganan rampak marabad-abad, gabe asal aek Sogar."
bbc_3954,Pinjil dohot Sang ulu hupas horong Mampuna nipi na ingkon di lete ate holan toktok na ingkon di goki huhut ibana Padalanhon Sa dohot bonar na Mambahen abatabat buruk ni tarbereng ndada Marpahu jongir.,"Pinjil dohot Sang ulu hupas mampuna nipi di lete, padalanhon dohot bonar."
bbc_1174,"Halilu dolok na ninganna membentang dao mangalaosi rura, mulai morot mundur, seakan-akan dibondut angkup borngin na lam jonok","Halilu dolok membentang dao, morot mundur, dibondut borngin na jonok."
bbc_1330,"John manjua laho mangulahon aha na diaraphon sian ibana, manangkasi hagogoon na taringot on","John manjua mangulahon na diaraphon, manangkasi hagogoon taringot on."
bbc_1024,"Di toru huaso ni raja, hu parentahon ho laho lao","Di toru huaso ni raja, huparentahon ho laho lao."
bbc_7940,"Antong, i partomuan on ms nasida mangormati panguburhon opung nasida","Di partomuan on, nasida mangormati panguburhon opung nasida."
bbc_4973,Habagason halilu na mangondingi dolok intop gabe dua puluh kaki,Habagason halilu na mangondingi dolok intop gabe dua puluh kaki.
bbc_1215,"Molo marhasea ho, nion naeng baen marbungaran haporseaon tu dirim.","Molo marhasea, baen marbungaran haporseaon tu dirim."
bbc_1749,"Ahu dang modom Sada borngin i, joujou binatang buas tarbenge di pinggolhu, dohot ahu mananggung sara mabiar ahu sandiri.","Ndang modom saborngin, mabiar ahu sandiri mambege binatang buas."
bbc_2061,Pintu i nunga dibuha angkup baoa i,Pintu i nunga dibuha angkup baoa i.
bbc_3702,"ibana Nunga Padalanhon halongangan, Pandaoni jolma hansit, huhut parhundul hampung mangahap Tarhatotong.","Ibana padalanhon halongangan, pandaoni jolma hansit, parhundul hampung mangahap."
bbc_6626,"molo Nomor hajahaton Manimbuknimbuk, di Sangga ni Musem Ualikota Tangkas bori.","Molo hajahaton manimbuknimbuk, di sangga ni Ualikota tangkas bori."
bbc_3421,ibana Padalanhon Pangurupion pungu di hombar jabu Sa na naung matua dohot mananggo duhut Sa tagan Sarapan,"Ibana padalanhon pangurupion di hombar jabu na matua, mananggo duhut tagan sarapan."
bbc_1904,"Ibana gabe sisean sian poda na dilehon sian ompu na, di ibana maneraphon tu bagas hangoluon sa ari-ari","Ibana gabe sisean sian poda ompu, maneraphon tu ngolu ari-ari."
bbc_2746,Bulung na mulai mangompang mandompakhon hu tiur mataniari.,Bulung mulai mangompang mandompakhon hu tiur mataniari.
bbc_4387,"Jadi, onma na naeng hu ulahon tu mamastihon akhir pokkan hu produktif.",On ma naeng hulahon mamastihon akhir pekan produktif.
bbc_2273,"Nung pe pekan raya i Gabe hasonangan ni Godang jolma, inang Johnson, sahalak inang na mampunai ampu ampu na mamorluhon parberengan di jabu.","Di pekan raya, inang Johnson mampunai ampu na mamorluhon parberengan."
bbc_1009,"Nasida ingkon mangalapathon abak parhadomuan marmansam elen na pinjil di bagas rumbungan reaksi nasida, huhut dang mihim, mangalaoshon hamubaon reaksi na i.","Nasida mangalapathon abak parhadomuan, dang mihim mangalaoshon hamubaon."
bbc_3449,ibana ndada boi  tumahon ae biar sa na lambalga sairing dohot lam malhot sa haholomon,"Ibana ndang tumahon biar na balga, lam malhot haholomon."
bbc_3934,"Diholangholang alomos alimos, pintu tedak huhut marsuara.","Di holang alomos, pintu tedak marsuara."
bbc_1057,"Tompu, pahompu-pahompuna dipalao sian kobun","Tompu, pahompu-pahompu dipalao sian kobun."
bbc_2883,Panunirang i marasa ibana ikkon mankkatai taringot hadimaon dakdanak.,Panunirang i marasa ikkon mankkatai taringot hadimaon dakdanak.
bbc_5593,"Laho mangalului hasongan laho ma si John tu jabuni donganna, ala tarsonggot ma ibana alana dang diloas donganna i ibana bongot.","John mangalului hasongan tu jabu donganna, tarsonggot ndang diloas bongot."
bbc_4315,"Di san sada langgatan dibangun sian pangisini hita, patandahon hasangapon nasida na bagas tu lung.","Di san langgatan dibangun sian pangisi, patandahon hasangapon tu lung."
bbc_7190,"Sordadu i di gattung, daging na masarsar.","Sordadu i digattung, dagingna masarsar."
bbc_6873,"Alani i, di togihon imana ma ho markaliling, paboahon turi turian ni tiap puna na.","Ditogihon imana markaliling, paboahon turi-turian ni tiap puna."
bbc_2604,"Dakdanak i mamereng saekor biang na muruk hian,na idope mar umur dua taon,i lambung jabuna.",Dakdanak mamereng biang muruk umur dua taon di lambung jabu.
bbc_641,"Tom, asa ndang ditandai, patinda ibana ansiat parlondong",Tom patinda ansiat parlondong asa ndang ditandai.
bbc_7109,"Di hahohoman, tarsongon na didok, Dison ma ianakkon  na dijabu i liliti addorna.","Di hahohoman, didok ""Dison ianakkon na dijabu liliti addorna."""
bbc_7688,"Molo ungga sae,ibana boi mangadopi tantangan na adong i jolo","Molo sae, ibana boi mangadopi tantangan na adong di jolo."
bbc_3294,"damang na, sahalak na ndada godang marhatai , ndada mandok aha  pe iboto baea baea na.","Damang na ndang godang marhatai, ndang mandok aha pe iboto."
bbc_5335,"ibana boi manjumpanghon hasalahan timbil targelleng di bagasan laporan ullobi denggan sian halak na lain, alai sangga on ibana ingkon mangadopi hagaoran sian sude pengurus proyek, tarida hurang denggan.","Ibana manjumpanghon hasalahan, alai mangadopi hagaoran sian pengurus proyek."
bbc_2488,"Au ikkon mamutushon lal mardalan-dalan i sapanjang pinggir tao,mamorluhon hatenangan na itawarhonnna.","Au ikkon mardalan di pinggir tao, mamorluhon hatenangan na itawarhon."
bbc_1041,"Molo nasida oli manangihon habisukonna, las ni roha nasida naeng dibalos dohot pangantusion na um bagas, ala parsiajarannai ido arta ni parbinotoan.","Nasida manangihon habisukonna, dibalos dohot pangantusion na um bagas."
bbc_325,"Tontu adong hagogo on nabalga,hurippu, tingki au mambegei husipan kosmos raphon parhatihon balga.",Adong hagogo na balga di husipan kosmos raphon parhatihon balga.
bbc_5572,Nasida pasangahon tingki laho mamparsiajari angka tanda ni pasar tagan so mambahen rencana na tangkas.,Nasida pasangahon tingki mamparsiajari tanda pasar tagan so mambahen rencana.
bbc_3096,Halaki mambaen pitu roti di sadari i.,Halaki mambaen pitu roti di sadari i.
bbc_227,"Mambereng adong dakdanak madabu, pintor hatop boruboru i patindanghon dungi mandok ""nenget nenget, boh"" lam mengkel, marrarak mengkelna i.","Boruboru patindanghon dakdanak madabu, didok ""nenget"", lam mengkel."
bbc_251,"Di tonga ni sude hagaoran na ro, dang hea silap ibana mangaramoti tuan dolina.","Di tonga hagaoran, ndang silap mangaramoti tuan dolina."
bbc_4210,"Urupi halak na pogos na tarhiap gane panakko, unang loas nasida masuk.","Urupi halak pogos na tarhiap gane panakko, unang loas masuk."
bbc_6361,"Di adopan ni angka pangisi ni huta i, sai ringgas do ibana mangalehon parbinotoan na di haporseaon i","Di adopan pangisi huta, ringgas mangalehon parbinotoan di haporseaon."
bbc_2342,"Kaka dinding na nung roa huhut lante na berderit Sian jabu i mambahen parlambung jabu bonosan, mabiar molo jabu i Sega Manang addingan.","Kaka dinding dohot lante berderit mambahen parlambung jabu bonosan, mabiar sega."
bbc_608,Si john tongton manomunomu au dohot bonggur,Si John tongton manomunomu au dohot bonggur.
bbc_3806,bana manjalo habar ala ibana Nunga di Poromosi pa.,Ibana manjalo habar ala nunga diporomosi.
bbc_1838,"Rohana songon i batu sabi, gelleng alai boi tubu gabe sada na balga","Rohana songon batu sabi, gelleng alai boi tubu gabe balga."
bbc_6183,"Na mambaen tarsonggot, nga jumpangkon sada tongon namambaen au porsea tu ngolu ni na jagar","Na tarsonggot, jumpangkon na mambaen porsea tu ngolu ni na jagar."
bbc_2908,"Ibana dang mamereng tingki i,alai panindangion i patuduhon sudena.","Ibana ndang mamereng tingki, alai panindangion patuduhon sudena."
bbc_654,"Ibana mangalathon hajadian na matorop i, manuranura ala bongka on ndang naeng dohot busbus","Ibana mangalathon hajadian matorop, bongka on ndang naeng dohot."
bbc_4126,"Didokhon ala saurang anaha naeng ditongos sian ginjang, laho marugasan hamaradongan salelengna di antara makhluk na fana.","Didokhon anak ditongos sian ginjang, marugasan hamaradongan salelengna."
bbc_6718,"amang, au ro di mangalean boto hamu ala hamu Nunga mandapothon mina parjolo hamu.",Ro mangalean boto hamu nunga mandapothon mina parjolo.
bbc_7755,"Ibana nungga manuntun donganna mamolus porlak, mangabaihon pamerengan na mangejek sian akka jolma na lewat","Ibana manuntun donganna mamolus porlak, mangabaihon pamerengan jolma na lewat."
bbc_6028,Naeng dihatahon ibana hunsi tingki na jolo i sogot,Naeng dihatahon hunsi tingki na jolo i sogot.
bbc_2423,"Jolma jotjot mangalului sulu-sulu sian ibana,mulak hu ajaranna,mamboto molo parulaan jala pambahenanna ima pangutupion hu debata.","Jolma mangalului sulu-sulu, mulak hu ajaran, mamboto parulaan tu Debata."
bbc_7953,"Amang Johnson,buat tolu lakka mandaon sian harumunan","Amang Johnson, buat tolu lakka mandaon sian harumunan."
bbc_2513,"Dang holan pangurupi i mangurupi bosna,alai ibana pe mangamoti jabu na balga i.","Ndang holan mangurupi bos, alai mangamoti jabu na balga."
bbc_2899,"Molo sahalak pasingothon guru john,halaki ra naeng marmaol do itoru boban  habiaron ni halaki sandiri.","Molo pasingothon guru John, halaki marmaol di toru habiaron sandiri."
bbc_160,"Dewan lokal nunga mamboan sala sian parhetongan halaki, mangasta ni godang na ro, na hape dua hali lipat sian na halaki rajum.","Dewan lokal mamboan sala parhetongan, mangasta godang na ro dua hali lipat."
bbc_7134,"Di paboa imana na di rohana sadari on. Au naeng martekat mangalanjuthon karejokku, palaohon begu jala pamalum jolma nasa naboi hubaen.","Imana martekat mangalanjuthon karejo, pamalum jolma nasa na boi."
bbc_4607,"Di bagasanna, nasida mandapoti surat na pailahon goar keluarga.","Di bagasan, nasida mandapoti surat pailahon goar keluarga."
bbc_2649,"Inon ma au,sisean jobn,na makkatai.","Inon ma au, sisean John, na makkatai."
bbc_5567,"rap marolohon simajujung na lambok, Elijah papeduhon langka, harorona gabe halilu pamenakkon di huta nasida.","Elijah papeduhon langka, harorona gabe halilu pamenakkon di huta."
bbc_6233,Ai diboto ho do dohot angka haham dalan laho tu porlak?,Diboto ho do dohot haham dalan laho tu porlak?
bbc_2238,"Molo niba mangarihon hamoraon hasiangan, au naeng manggunahonna tu poromosion pardamean","Mangarihon hamoraon, naeng manggunahon tu poromosion pardamean."
bbc_2521,"Tompu ibana manjumpai sada andaran aek,kolam-kolam na pulik na marhillong i toru panas ni mataniari na dang mananda loja.","Manjumpai andaran aek, kolam pulik na marhillong di toru mataniari."
bbc_1550,Atek parparidianna i paluahon ibana sian debata?,Atek parparidianna paluahon ibana sian Debata?
bbc_1479,"Tingki pidong-pidong i manimbung hu toru, sumansumanan ninasida dohot dengke tung mangalonganghon","Pidong manimbung, sumansumanan dohot dengke mangalonganghon."
bbc_6668,"Eta ma margaddengan tangan, dakdanak, barani ma mangadopi halisusung.","Margaddengan tangan, dakdanak barani mangadopi halisusung."
bbc_7185,"alai, ndada luhut jolma Marhatingkoshon pangkat Maria imbaru ansiat Panaroni raja.",Ndang luhut jolma marhatingkoshon pangkat Maria imbaru ansiat raja.
bbc_6861,"nasida Mamereng ibana ansiat sahalak panurirang, sahalak guru na tarinsipirasi na manatahon harohaon Tuhan.","Nasida mamereng ibana panurirang, guru tarinsipirasi manatahon Tuhan."
bbc_1777,Nda parhobas i nunga mandokhon ala bongka on diajarhon sian pangajari?,Parhobas mandokhon bongka on diajarhon sian pangajari?
